Name,lat,lon,Routes
Diversey & Racine/Lincoln,41.932502765,-87.65820352600001,76
Roosevelt & Damen,41.866655121,-87.67575835,12
Cortland & Southport,41.916995659,-87.663131971,73
Chicago & Kedzie,41.895631584,-87.706431186,65
63rd Street & Ashland,41.779370151,-87.664418004,63
115th Street & State,41.685233045,-87.62301942200001,115
Fullerton & Central Park,41.924473024,-87.717074904,74
Addison & Sacramento,41.946597135,-87.70302458200001,152
Montrose & Rockwell,41.961223,-87.69366,78
North Ave & Laramie,41.909388643,-87.756085293,72
63rd Street & Normal,41.779798000999996,-87.637617,63
Taylor & Morgan,41.869433,-87.651289,157
Diversey & Clark/Broadway,41.932750868,-87.64450986700001,76
Grand & Pulaski,41.905989984,-87.726165224,65
LaSalle & Eugenie,41.912829951999996,-87.63297261700001,156
Clark & Fullerton,41.925499533,-87.64026577799999,"22,36"
Madison & Parkside,41.880146761999995,-87.76661690799999,20
Jackson & Central,41.876462756,-87.764867509,126
25th Street & Mercy Hospital,41.847419095999996,-87.621982245,21
Lawrence & Clark,41.968818445,-87.667629509,81
Harrison & Lavergne,41.873001851,-87.74920831899999,7
Harrison & Kolmar,41.873205,-87.73948799899999,7
111th Street & Peoria,41.692267971999996,-87.64504355,111
Belmont & Lavergne,41.938708005,-87.75150447600001,77
51st Street & Indiana,41.801964375,-87.621154478,15
Madison & Kilpatrick,41.880443000999996,-87.742998,20
Harrison & Halsted,41.874272,-87.647481,"7,60,755"
Montrose & Mobile,41.960189,-87.78447199899999,78
63rd Street & Linder,41.7780305,-87.759365159,63W
Austin & Wrightwood,41.92739,-87.775764999,91
Kedzie & 91st Street,41.727994024000004,-87.701922487,52A
Diversey & Linder,41.931206324,-87.763839651,76
Grand & Oak Park,41.923518193,-87.79541381,"65,74"
North Ave & Lockwood,41.909416493,-87.75801301799999,72
69th Street & Damen,41.768369076999996,-87.67377062,94
Foster & Leavitt,41.975938467,-87.68438102799999,92
Grand & Central,41.918646032,-87.76552916700001,65
61st Street & King Drive,41.783826921999996,-87.615536615,59
95th Street & Wallace,41.721416999999995,-87.638506999,"N9,95,108,112"
47th Street & Greenwood,41.809539967,-87.59938644799999,47
69th Street & Hoyne,41.768370000000004,-87.676164,"67,94"
51st Street & Sacramento,41.80083,-87.698899,51
Vermont & Halsted,41.662037935,-87.64111594399999,"8A,108"
Root & Normal,41.818945000999996,-87.638562999,43
Dodge & Dempster,42.040943148000004,-87.699015174,"93,206"
Homan & Douglas Blvd,41.86306913,-87.710364491,82
California & Point,41.919316871999996,-87.697172847,52
Harlem & Palmer,41.919706224,-87.80593986,"90,307"
Central & Cornelia,41.943963000000004,-87.766610999,85
Irving Park & Rockwell,41.953893479,-87.69347225899999,80
79th Street & Cicero,41.749062107,-87.741016536,"79,169"
Chicago & Troy,41.895489333,-87.70543245,94
Armitage & Drake,41.917247316,-87.71493822299999,73
Central & Schubert,41.929526,-87.766245,85
Kimball & Diversey/Milwaukee,41.932303000000005,-87.712223999,82
Archer & Ashland,41.838006581,-87.66543586600001,"31,62"
California & Granville,41.994348883,-87.699595997,93
Jeffery & 89th Street,41.733318298,-87.575720591,"J14,15"
Pulaski & Belmont,41.938957241,-87.72728223799999,53
Stony Island & 71st Street,41.766269493,-87.58642496799999,28
Western & 51st Street,41.801288211999996,-87.68432944700001,"49,X49,94"
Narragansett & 55th Street,41.79207174,-87.781869611,55N
Broadway & Buena,41.958526,-87.65308900000001,36
Western & 69th Street,41.768141936999996,-87.683488634,"67,94"
Ashland & Foster,41.976408537,-87.669488863,50
Cottage Grove & 47th Street,41.809747865,-87.606461914,4
Damen & 59th Street,41.786518489,-87.67399428799999,48
State & Kinzie,41.889128,-87.627915,29
Racine & 57th Street,41.790449999,-87.654702682,44
Kedzie & 19th Street,41.855325,-87.705277,52
Broadway & Roscoe,41.943250765,-87.64460065600001,36
Jeffery & 75th Street,41.759073,-87.576075,"J14,15"
Broadway & Hollywood,41.985357,-87.66001799899999,36
35th Street & Halsted,41.830646001,-87.64621600000001,35
115th Street & Central Park,41.684017065,-87.710349943,52A
Garfield & Morgan,41.793826309,-87.649609525,55
Fullerton & Kedzie,41.924617827,-87.707646734,74
Clark & North Shore,42.003314157,-87.672476594,22
Halsted & 123rd Street,41.670750143,-87.64154644,"8A,108"
Halsted & 120th Street,41.675643388000005,-87.641961132,"8A,108"
South Chicago & 85th Street,41.741199386,-87.57146684700001,30
Halsted & 120th Street,41.676198576,-87.64174684,"8A,108"
Homan & Division,41.902618609,-87.71158065799999,82
Skokie Blvd & Greenwood/Niles Center,42.042753333,-87.74715333299999,"54A,97"
Archer & Grove,41.849999065,-87.640432281,"44,62"
67th Street & Jeffery,41.773528558,-87.576301059,26
Archer & Leclaire,41.797698501999996,-87.75007772200001,"62,62H"
Jackson & Peoria,41.87784819,-87.64946073,126
Chicago & Spaulding,41.895409025999996,-87.709061009,66
95th Street & Damen,41.720975173,-87.67198611,95
Archer & Major,41.795250091999996,-87.764766348,"62,62H"
Pulaski & Iowa,41.897092621999995,-87.72604226700001,53
King Drive & 64th Street,41.778307,-87.615496999,3
Racine & 64th Street,41.777896000000005,-87.654498,44
Caldwell & Leroy,41.99334068,-87.75839767,84
King Drive & 89th Street,41.732713251,-87.614496674,3
Kedzie & 52nd Street,41.79906955,-87.703794324,"52,52A"
Beverly & 100th Place,41.711418841,-87.658419315,9
S. Shore Drive & 68th Street,41.771512294000004,-87.56666787,"6,26"
Ridge & Oakton,42.026696813,-87.68556757299999,"201,206"
Pulaski & 109th Street,41.695966163,-87.720577191,53A
Cicero & Rosemont,41.995689,-87.748408,54A
Cicero & Arthur,41.999096025,-87.74830828700001,54A
Midway Orange Line Station,41.786551798000005,-87.73924442200001,"55A,55N"
East Hyde Park & Blackstone,41.8024951,-87.59033667899999,"2,15,172"
Ontario & McClurg,41.893540626,-87.617837169,"120,121"
Milwaukee & Wolfram,41.933171213,-87.714309555,56
McClurg & Ontario,41.893380383,-87.61764992,"120,121"
Ashland & 77th Street,41.754113403000005,-87.663610185,9
McClurg & Huron,41.894960795,-87.617674342,"120,121"
McClurg & Huron,41.894827589,-87.617850472,"120,121"
Kedzie & 31st Street,41.836922213,-87.704900147,"35,52"
Archer & Dearborn,41.85567111,-87.62877469,62
Jackson & Springfield,41.877068547,-87.722954406,126
Pershing & Homan,41.822471246999996,-87.70922885799999,39
Ridgeland & Greenfield,41.905860697,-87.783473428,86
Jackson & Kildare,41.876933,-87.73265,126
103rd Street & Seeley,41.706559966,-87.673049711,103
Sheridan & Oakdale,41.935762,-87.63932700000001,"77,134,143,151,156"
Armitage & Leclaire/Grand,41.916788501,-87.752378854,73
79th Street & Dorchester,41.751496008000004,-87.59052128399999,79
Stony Island & 74th Street,41.760644135999996,-87.58626710899999,28
Lake Shore Drive & Briar,41.938870097,-87.63799448600001,77
Harlem & Forest Preserve Avenue,41.954051869000004,-87.80741024299999,90
Irving Park & Pioneer,41.952100342,-87.83189410600001,80
Gunnison & Mobile,41.968493079,-87.785449814,81W
California & Jarvis,42.015601000000004,-87.699573,93
Lake Shore & Waveland,41.95027763,-87.644544432,"135,146,151,152"
California & Roosevelt,41.866217561,-87.69599395600001,94
Cicero & Touhy,42.011799419,-87.747788052,54A
Kedzie & 63rd Place Terminal,41.778325259,-87.703345615,52
Division & Washtenaw,41.902995001,-87.69419,70
Lunt & Rockwell,42.008515986999996,-87.695067761,96
5200 S Pulaski,41.798385839,-87.723153369,53A
Harlem & Argyle,41.970882961,-87.806936473,90
59th Street & Wolcott,41.786723079,-87.67155068299999,59
Austin & Wabansia,41.910989,-87.775213,91
Austin & 58th Street,41.787107,-87.771918,55A
Roosevelt & Lawndale,41.866177768,-87.717941915,12
Clarendon & Wilson,41.965625417,-87.650078961,148
79th Street & Central Park,41.749768001,-87.711683,79
Pulaski & 42nd Place,41.816195678,-87.724026165,53A
Pulaski & 13th Street,41.86442,-87.72517999899999,53
Division & Pine,41.902102,-87.763935,70
State & Garfield,41.794042337,-87.62579882899999,29
Gunnison & Oak Park,41.968283711,-87.797827427,81W
Harlem & Irving Park,41.95288723,-87.807381472,90
Jackson & Kenton,41.876965458,-87.740695876,126
Higgins & Central/Edmunds,41.970300773000005,-87.767701907,88
Cottage Grove & 43rd Street,41.816706866,-87.606610443,4
Commercial & 98th Street,41.717207678,-87.55089150100001,71
California & Schubert,41.930271000000005,-87.697631001,52
Harlem & Wellington,41.934571256,-87.80668029700001,90
67th Street & Clyde,41.773424216,-87.574142405,"6,26,67"
71st Street & Eberhart,41.765695330999996,-87.61264703799999,71
Damen & Clybourn/Diversey,41.932488876,-87.678190558,50
Broadway & Glenlake,41.992731787,-87.66021097,36
Halsted & 103rd Street,41.70673806,-87.642951701,"8A,108"
Central & Giddings,41.966317603,-87.767358352,85
Halsted & 96th Street,41.719507,-87.643027,"8A,108"
55th Street & Artesian,41.793786973,-87.68565307899999,55
Milwaukee & Wolcott/Wood,41.907165825999996,-87.672567819,56
5133 W 65th Street,41.774686293,-87.750251088,165
State & 46th Street,41.8109,-87.626001999,29
State & 44th Street,41.814527000000005,-87.626079999,29
Archer & Lamon,41.798206451999995,-87.74542135700001,"62,62H"
Lawndale & 28th Street,41.840758,-87.71719499999999,82
Kedzie & Marquette Rd,41.771763368,-87.703062283,52A
Harlem & Roscoe,41.941503000000004,-87.806793,90
Austin & Grace,41.949324,-87.776558999,91
Michigan & 28th Street,41.843128426999996,-87.62365678399999,"1,4"
5351 W Jackson,41.876551969,-87.758925442,126
51st Street & St. Lawrence,41.802108000000004,-87.611444999,15
Cottage Grove & 87th Street,41.736537686999995,-87.60469368,4
Church & Sherman,42.048441186,-87.682010365,"201,205"
South Chicago & Dorchester,41.75555816,-87.591422684,30
Skokie Blvd & Main,42.033457379,-87.747093149,54A
Howard & Dewey,42.019466836,-87.696182815,97
Cottage Grove & 90th Street,41.731089288,-87.604557936,4
71st Street & East End,41.766222,-87.582585,71
Addison & Fremont,41.947349623,-87.65179573299999,
Belmont & Southport,41.939836295999996,-87.663631578,77
Harlem & North Ave,41.909014667,-87.80599483700001,"90,307"
Central & Berteau,41.95695011,-87.76700635600001,85
55th Street & Sacramento,41.793662193,-87.698941187,55
59th Street & Wells,41.787360085,-87.632039117,59
Lawrence & Kedzie,41.968532487,-87.708293501,81
47th Street & Drexel,41.809626575,-87.604544268,47
111th Street & Michigan,41.692673614,-87.621293658,111
55th Street & Cottage Grove,41.795048786,-87.60605057299999,55
Belmont & Lavergne,41.938825038000004,-87.75168614799999,77
16th Street & Keeler,41.858854205,-87.73010123799999,18
Diversey & Pulaski,41.931865249,-87.726769969,76
North Ave & Kostner/Grand,41.909845001,-87.736802,72
47th Street & Kostner,41.80780799,-87.73334803899999,47
75th Street & South Shore,41.760495325,-87.55749946600001,"N5,71,75"
Sheridan & Winthrop,41.998120678,-87.658446253,"136,147,151"
Western & Lunt,42.008517895,-87.69004485,49B
Damen & Ogden,41.872636836999995,-87.67631387799999,50
Cottage Grove & 49th Street,41.805728,-87.60639,4
Laramie & Augusta,41.898499,-87.755606,57
Central Park & Cermak,41.851548062,-87.71490228399999,82
Kimball & Carmen,41.973969912,-87.713405736,82
Washington & State,41.883132063000005,-87.62874756,N22
43rd Street & King Drive,41.816572009,-87.617193411,43
47th Street & Cottage Grove,41.809466867,-87.606304171,47
Chicago & Kedzie,41.89547423,-87.70669089399999,66
59th Street & Loomis,41.786746975999996,-87.659655839,59
106th Street & Ewing,41.702669039,-87.535430026,100
Chicago & Larrabee,41.896388091,-87.642733728,66
47th Street & Loomis,41.808600829,-87.66023270000001,47
35th Street & Cottage Grove,41.831080641999996,-87.61107653299999,4
Grand & Wood,41.89084079,-87.672141719,65
Dodge & Greenleaf,42.03736048,-87.699008832,"93,206"
Vincennes & Chelsea Place,41.692974789000004,-87.662820109,112
Clark & Berwyn,41.978065,-87.668401001,22
Jefferson Park Transit Center,41.969684267,-87.76157886,88
Cicero & 23rd Street,41.849157592,-87.74410684799999,"54,54B,N60"
Central & Wilson,41.963866757,-87.767428967,85
Diversey & Meade,41.931051968,-87.77811958,76
Harrison & Jefferson,41.874306689,-87.642121411,"7,36,60,125"
Ashland & 45th Street,41.812026549,-87.665186582,9
Ashland & 48th Street,41.806511748,-87.665043186,9
Ashland & 61st Street,41.782851799999996,-87.664428232,9
Cottage Grove & 65th Street,41.777012029,-87.60574497799999,4
Ashland & 59th Street,41.787025901999996,-87.66425816,9
Ashland & 51st Street,41.80156686,-87.66463829899999,"9,X9"
Ashland & 48th Street,41.806930756999996,-87.66479864700001,9
Cottage Grove & 67th Street,41.773314151,-87.605638357,4
Cottage Grove & 64th Street,41.778779166999996,-87.605788325,4
Cottage Grove & 64th Street,41.778344254000004,-87.605992973,4
Halsted & Jackson,41.878154361,-87.647166184,8
Dodge & Dempster,42.040961421,-87.699237537,"93,206"
Broadway & Foster,41.976118067,-87.659969804,36
State & 94th Street,41.723882759,-87.62372808100001,29
51st Street & Racine,41.801388411,-87.654727861,51
Halsted & Randolph,41.88472497,-87.647352897,8
5800 S Ellis,41.789408275,-87.60131855200001,"171,172"
55th Street & University,41.794961813,-87.59790884899999,55
Pershing & Ashland,41.823060724,-87.664353775,39
Ashland & Pershing,41.822420561,-87.665584739,"9,X9"
51st Street & Loomis,41.801317387,-87.659614585,51
51st Street & Morgan,41.801580045,-87.650578793,51
51st Street & Loomis,41.801447611,-87.660218087,51
51st Street & Ashland,41.801382052,-87.665126429,51
75th Street & Dorchester,41.758790769,-87.59111231600001,75
59th Street & Kedzie,41.786184227,-87.703075215,59
59th Street & Kedzie,41.786314175,-87.703606566,59
59th Street & Pulaski,41.785998807,-87.723271075,59
Garfield & LaSalle,41.794647939,-87.62916787799999,55
Clark & Waveland,41.949384919,-87.65818138200001,22
59th Street & St. Louis,41.78608203,-87.710369282,59
State & 51st Street,41.802075052,-87.625766686,29
Harlem & Altgeld,41.925176385,-87.80643562600001,90
Emerson & Dewey,42.052074899000004,-87.69614697799999,93
Emerson & Dewey,42.052213764,-87.69560906299999,93
Madison & Springfield,41.880703276999995,-87.72286077,20
915 E. 60th Street ,41.785864038,-87.603831427,2
Cermak-McCormick Place Green Line Station,41.852917958,-87.626367898,21
Cermak-McCormick Place Green Line Station,41.852795606,-87.62636742,21
Armitage Station (Brown Line),41.918203178,-87.65258128100001,73
Forest Preserve Avenue & Oak Park,41.958430794,-87.79733995,78
Forest Preserve Avenue & Oak Park,41.958701878,-87.79752125600001,78
Church & Asbury,42.04867121,-87.690199569,205
95th Street & Eggleston,41.72167,-87.63321500100001,"N9,95,108,112"
Grand & Campbell,41.891308438,-87.689282546,65
31st Street & Pulaski,41.836941564,-87.724725257,"35,53A,82"
Harlem & Wrightwood,41.927869791,-87.80652165299999,90
Central & Adams,41.878260001,-87.764702001,85
Milwaukee & Cullom,41.95889291,-87.753105384,56
Lincoln & Francisco,41.986924,-87.701378,11
106th Street & Torrence,41.702692928000005,-87.55906974,"26,100"
Stony Island & 93rd Street,41.725831,-87.58549000100001,"N5,95,28"
63rd Street & Nottingham,41.777450684,-87.79827199100001,63W
Diversey & Normandy,41.930966356,-87.792882457,76
Belmont & Greenview,41.939824853000005,-87.666040306,77
Broadway & Argyle,41.973311546,-87.659892306,36
Cottage Grove & 103rd Street,41.707817960999996,-87.60633661700001,"4,115"
Madison & Talman,41.881033014,-87.69229364600001,20
Madison & Washtenaw,41.88103245,-87.694048002,20
Madison & Oakley,41.881127967,-87.68410996,20
Broadway & Elmdale,41.990989634,-87.66041108600001,36
Kimball & Fullerton,41.924951514,-87.712016643,82
59th Street & Hoyne,41.786648439000004,-87.67688038200001,59
Central & School,41.940762377,-87.76651533,85
Central Street & Eastwood,42.064397855,-87.695499829,201
Madison & Spaulding,41.880992,-87.708572,20
Cermak & Kilbourn,41.851546967,-87.73675612,21
69th Street & Calumet,41.769380801,-87.61673845899999,"N5,30,67"
California & Barry,41.937462477,-87.697668775,52
Sheridan & Belle Plaine,41.956674866,-87.65453268799999,151
North Ave & Central,41.909482878,-87.766125309,72
Ogden & Roosevelt,41.867000275,-87.683161469,12
Cottage Grove & 91st Street,41.729120052,-87.604767514,4
Archer & Mulligan,41.792597512,-87.780516045,"62,62H"
Central & Washington,41.882352748,-87.76503662399999,85
Stony Island & 75th Street,41.758869426,-87.58624584799999,28
Higgins & Austin,41.973027017,-87.777929649,88
Milwaukee & Sunnyside,41.962599373,-87.75629349399999,56
Damen & Montrose,41.961576836,-87.67906364,50
LaSalle & Madison,41.881789878,-87.63246160700001,"134,135,136,156"
Western & Bryn Mawr,41.982929598000005,-87.689559176,49B
Wells & Hubbard,41.890106001,-87.6341,"37,125"
Pulaski & 53rd Street,41.796839,-87.723322,53A
Vincennes & 111th Street,41.692005155,-87.66351941,"111,112"
Clark & Elmdale/Peterson,41.990681691,-87.669852374,22
Vincennes & 107th Street,41.69932671,-87.658693806,112
King Drive & 60th Street,41.785625169,-87.615682118,3
Clark & Touhy,42.012764781,-87.67456120700001,22
Wallace & Pershing,41.823421331999995,-87.640992945,44
Clark & Belmont,41.939858982,-87.650489529,22
87th Street & Cottage Grove,41.736563793,-87.60505254200001,87
Diversey & Sheridan/Lakeview,41.932844216999996,-87.63962111,76
Belmont & Kedzie,41.939265,-87.707779,77
North Ave & Larrabee,41.910922139,-87.643622325,"N9,72"
Cermak & Archer,41.852809562,-87.635312561,21
Grand & Kostner,41.910036001,-87.736361,65
Homan & Washington,41.882803,-87.711092999,82
California & Lake (Green Line),41.884026831999996,-87.696413425,94
Clark & Division (Red Line),41.904023001,-87.631534001,22
Central & Montrose,41.960587172,-87.76733569,85
Lake Shore & Addison,41.948821643,-87.64347358100001,"135,146,151"
Cottage Grove & 79th Street,41.751158701,-87.605108698,4
Wells & Lake,41.885798001,-87.633980001,37
Michigan & 18th Street,41.858126780999996,-87.62382739899999,"1,3,4"
Austin & Corcoran/South Blvd (Green Line),41.88698,-87.77478000100001,91
Homan & Madison,41.88082,-87.710909999,82
Broadway & Foster,41.976856502,-87.65975363,"36,92"
California & Ogden,41.861510836,-87.695852887,94
Commercial & 92nd Street,41.728352303,-87.55129427,"N5,71"
Western & Winnemac,41.972944408000004,-87.68890281899999,"49,49B"
Marine Drive & Wilson,41.96566508,-87.648580205,"81,136,146"
Cicero & Belle Plaine,41.95514224,-87.747204921,"54,54A"
Dearborn & Wacker/Lake,41.886183571,-87.62939635,"22,36,62"
Golf Road & Tripp,42.055392048,-87.73336925,205
King Drive & 88th Street,41.734691834,-87.614330411,3
Ashland & 73rd Street,41.761366001,-87.66375,9
Narragansett & 56th Street,41.79059,-87.78180400000001,55N
King Drive & 59th Street,41.787657164,-87.615706171,3
Austin & Belden,41.921915999999996,-87.77558,91
East River Rd & Ainslie,41.968099258,-87.846308025,81W
Narragansett & 60th Street,41.783084,-87.78139300000001,55N
Pulaski & Belden,41.922475971,-87.726889065,53
Kedzie & Douglas,41.862393448,-87.70545374,52
Avenue B & 111th Street,41.693555112,-87.52574874700001,100
Stony Island & 84th Street,41.742463342,-87.585302519,28
11100 S Torrence,41.694069,-87.559371,71
Armitage & Cleveland,41.918387018000004,-87.641134031,73
Fullerton & Marmora,41.92389931,-87.773161209,74
5400 W Jackson,41.876648986,-87.759678243,126
91st Street & Houston,41.730154221,-87.549755075,"26,87"
Lunt & Campbell,42.008659068,-87.692570332,96
Emerson & Ridge,42.052188313,-87.687711261,93
Howard & Clyde,42.019500988000004,-87.67788203100001,"97,201,206"
Oakton & Dodge,42.026641808,-87.69921333399999,206
Addison & Lamon,41.946168119,-87.74941411100001,152
Cermak & East,41.850727172,-87.788705348,"21,322"
67th Street & Greenwood,41.773260952,-87.599601209,"N5,67"
Irving Park & Wolcott,41.954295,-87.676091,80
Jackson & Kolmar,41.876963384,-87.73943464799999,126
Foster & Hoyne,41.975938603,-87.681914369,92
Addison & Lakewood,41.947055,-87.661709,152
Bryn Mawr & Chester,41.981024001,-87.839159001,81W
Ridgeland & Ontario,41.890476591,-87.78480584299999,86
Cicero & 31st Street,41.837274425,-87.743614035,"35,54B"
Halsted & 108th Street,41.69798,-87.642658,"8A,108"
Halsted & 77th Street,41.754374332,-87.64405136399999,8
Pulaski & 61st Street,41.782208548,-87.72268892700001,53A
Avenue B & 109th Street,41.697110503000005,-87.52570971,100
Jeffery & 96th Street,41.720719291,-87.575135569,15
Clark & Birchwood,42.017984918,-87.67580666100001,"22,97,201,205,206"
Wells & 50th Street,41.803867001,-87.63236500000001,"15,24,51"
Exchange & 73rd Street,41.76280358,-87.563775485,71
North Ave & Narragansett Terminal,41.909611542,-87.784594471,"72,86"
Blue Island & Oakley,41.845899458000005,-87.68294901899999,60
Northwest Hwy & Mobile,41.984595,-87.785189,68
Michigan & 123rd Street,41.670862,-87.620366,34
Racine & 78th Street,41.752430001,-87.653842,44
Pulaski & 110th Street,41.693123,-87.720467,53A
Laramie & Thomas,41.900494,-87.755794999,57
3000 S King Drive,41.840239955,-87.61758091700001,3
4900 S Wells,41.804838149,-87.63265140700001,"15,24,51"
LaSalle & Burton,41.908974,-87.63316899899999,156
Halsted & 73rd Street,41.761493,-87.644227,8
Halsted & Waveland,41.949241447,-87.649448975,8
Kimball & Altgeld,41.926389,-87.712086999,82
Lake Shore & North Ave,41.910486492,-87.626118464,151
California & Ardmore,41.986664000000005,-87.699199,93
King Drive & 64th Street,41.778138,-87.615667001,3
Marine Drive & Ainslie,41.971723001,-87.65055100000001,"136,146,148"
Cottage Grove & 68th Street,41.771409795,-87.605837437,4
Michigan & 34th Street,41.831876525,-87.623366839,35
Exchange & 74th Street,41.761121399000004,-87.561821216,71
Central & Leland,41.966065557,-87.767505587,85
Archer & California,41.820230147,-87.69437815100001,62
Stony Island & 65th Place,41.776160919,-87.586473438,28
Pulaski & 32nd Street,41.834973001,-87.72422900000001,53A
Halsted & 56th Street,41.792360334,-87.645017106,8
Racine & 78th Street,41.752199444,-87.65370869799999,44
Harlem & 58th Street,41.786597818000004,-87.80149956700001,62H
Milwaukee & Waveland,41.947428282,-87.73726086200001,56
Avenue O & 135th Street,41.650067708,-87.539950141,30
King Drive & 96th Street,41.720204439,-87.61425746,111
King Drive & 97th Street,41.718342889,-87.61420670700001,111
King Drive & 97th Street,41.718164495,-87.613966224,111
King Drive & 96th Street,41.719998983,-87.613998245,111
Halsted & 98th Place,41.71524457,-87.642878654,"8A,108"
Roosevelt & Delano,41.867502336,-87.632876975,"12,18,N62"
Roosevelt & Delano,41.867263598,-87.632178295,"12,18,N62"
Diversey & Western/Elston,41.93223721,-87.688381741,76
Diversey & Rockwell,41.932198430999996,-87.69309419700001,76
McCormick & Lincoln,41.995207238,-87.71318357700001,"11,82"
55th Street & Kildare,41.793199503000004,-87.730838394,55
Jeffery & 71st Street,41.766336496,-87.576382701,"N5,J14,15"
Chicago & Karlov,41.895377985,-87.728429141,66
59th Street & Paulina,41.786781773,-87.666724376,59
61st Street & St. Lawrence,41.784027781999995,-87.610799496,"N4,59"
E Hyde Park & Woodlawn,41.802415419,-87.59704902799999,"2,15"
47th Street & Spaulding,41.80815356,-87.70630675700001,47
Lawrence & Oriole,41.967077379,-87.816851019,81W
Armitage & Lavergne,41.916935976,-87.75084607,73
26th Street & Spaulding,41.844558445,-87.707336308,60
Belmont & Pacific (80th Avenue),41.937822370999996,-87.82619634299999,77
51st Street & Wolcott,41.801328994,-87.67194383399999,51
Central & Orrington,42.06419911,-87.679402709,201
Taylor & Laflin,41.869363385999996,-87.66398542700001,157
69th Street & Hoyne,41.768449379,-87.675852589,"67,94"
Cermak & Homan,41.851775658,-87.71025683299999,21
55th Street & Albany,41.793488456999995,-87.700995525,55
35th Street & Federal,41.831035888,-87.62885896600001,"31,35"
Montrose & Mobile,41.960311019,-87.784254227,78
Emerson & Maple,42.052213579000004,-87.684849984,93
87th Street & Kilbourn,41.734763304,-87.73340659899999,87
Roosevelt & Francisco,41.866565084,-87.69825111899999,12
Fullerton & Washtenaw,41.924893814,-87.69485385200001,74
South Blvd & Ridgeland,41.887163163000004,-87.78439630700001,86
1800 W Diversey,41.932394453,-87.673497211,76
Fullerton & Grand,41.923701776,-87.790307683,"65,74"
47th Street & Morgan,41.80885277,-87.650417117,"44,47"
75th Street & Coles,41.759947601,-87.558571538,"N5,71,75"
Old Orchard Rd & Skokie Court House,42.063292607,-87.76750151,"54A,205"
87th & California,41.735464846999996,-87.692511231,87
51st Street & Leavitt,41.801265929,-87.679033554,51
71st Street & Langley,41.765905001,-87.608825,71
63rd Street & Aberdeen,41.779710699,-87.651952245,63
Gunnison & Oak Park,41.968376956,-87.797600619,81W
Clarendon & Sunnyside,41.963664,-87.64989,"135,148"
Damen & 68th Street,41.770173000999996,-87.67358400100001,48
Edgebrook Golf Course,41.990634,-87.765899,85A
Old Orchard Mall - Macys,42.059446388000005,-87.750270393,"54A,97,201,205"
Michigan & 126th Street,41.664426,-87.61993299999999,34
Michigan & 118th Street,41.679800053,-87.62049041,"34,119"
Jeffery & Anthony,41.742132960999996,-87.575721001,15
Nagle & Rosedale,41.988336176,-87.78756002,86
King Drive & 115th Street,41.685594378000005,-87.61308308,115
S. Shore Drive & 71st Street,41.766886933,-87.56635236700001,"6,26"
Kimball & Leland,41.966618,-87.713238,82
King Drive & 80th Street,41.749378874,-87.61483506100001,3
State & 37th Street,41.827544031,-87.62636806100001,29
Central & Fillmore,41.867331936999996,-87.76411559600001,12
Mies Van Der Rohe & Delaware,41.899128999999995,-87.621825,157
Ewing & 98th Street,41.717880679000004,-87.535132214,"26,30"
Michigan & 97th Street,41.718090000000004,-87.62040899899999,"34,103,106,119"
Cottage Grove & 95th Street,41.721519689000004,-87.603211727,"4,115"
Cicero & 21st Street,41.853152156,-87.744347048,54
California & 18th Street,41.857471001,-87.695703001,94
Lehigh & Jean,42.006708,-87.770659999,85A
Austin & Leland,41.965802000000004,-87.777273999,91
Avenue C & 110th Street,41.69550871,-87.52707714299999,100
Dodge & Main,42.033972295,-87.699437277,"93,206"
Cottage Grove & Burnside,41.722710551999995,-87.604618385,"4,N5,95"
Cicero & 24th Place,41.846820247,-87.744253984,"54,54B"
Caldwell & Spokane,41.995290761,-87.76248597,84
California & 70th Street,41.766368141,-87.693143579,94
Canal & 24th Place,41.847978545,-87.638493885,44
Central & George,41.933182,-87.766373,85
Stockton & Armitage,41.918794829,-87.634633171,"151,156"
Archer & 34th Street,41.832802904,-87.67389740200001,62
Halsted & 49th Street,41.805649321,-87.645552226,8
Harlem & George,41.932841223000004,-87.80670232799999,90
Pulaski & Wabansia,41.911828425,-87.72652010799999,53
Ashland & 94th Street,41.723101228000004,-87.662828331,9
Lincoln & Whipple,41.989008,-87.705259,11
Homan & Iowa,41.897403999999995,-87.711565001,82
King Drive & Anthony,41.770533671,-87.615470104,3
Avenue O & 132nd Street,41.655573095,-87.53999468100001,30
Kedzie & 106th Street,41.700534000000005,-87.701065001,52A
Kedzie & 98th Street,41.715425094000004,-87.701518671,52A
Paulina & Howard Terminal,42.017767293,-87.67279597,206
Pulaski & 98th Street,41.714956348,-87.72107169200001,53A
Ashland & 89th Street,41.731932392,-87.66281530299999,9
California & Potomac,41.904605055,-87.696824295,52
Rogers & Ashland,42.01808861,-87.67103858200001,147
Jeffery & 85th Street,41.740769745,-87.575679812,15
Dodge & Lake,42.044094941,-87.69899214899999,"93,206"
Torrence & 108th Street,41.699114802,-87.559428799,71
Harlem & Division,41.901419188,-87.805312454,"90,307,318"
Kimball & Avondale/Henderson,41.942219537,-87.712455294,82
3719 N Broadway,41.949764021,-87.648644465,36
Harlem & 63rd Street,41.777473425,-87.80107006700001,62H
Stony Island & 94th Street,41.724048001,-87.584989999,"N5,28,95"
Pulaski & 111th Street,41.691113568,-87.720192575,53A
115th Street & Stewart,41.685262621999996,-87.63236268700001,115
